name	sheet:consortium	tag:tags:consortium	study_accession	tag:tags:dbGaP	tagsSheet:tag:tags:dbGaP	library:dataUseRestriction	tag:tags:consent_code	library:indication	library:studyDesign	library:datatype.items	library:numSubjects	subjectCount	bucketName	sampleCount	participantCount	familyCount	discoveryCount	bucketSize	requestorPays
AnVIL_CCDG_Broad_CVD_AF_Ellinor_MGH_WES	CCDG	CCDG	Unspecified	RegistrationPending	Unspecified	NA	Unspecified	NA	NA	Exome	489	489	fc-2836a560-113a-4239-acab-5cce58019b73	489	489	0	0	471405447721	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_ITAUMR_GRU-NPU_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case set	Genotyping Array	1144	0	fc-secure-2850cb66-6d83-49e3-9c42-6427a01f39fd	1144	1144	0	0	197756469761	FALSE
AnVIL_CCDG_NYGC_NP_Autism_ACE2_DS-MDS_WGS	CCDG	CCDG	Unspecified	Unspecified	phs002042	DS-ASD-MDS-PUB	Unspecified	autism spectrum disorder	Parent-Offspring	Whole Genome	142	146	fc-secure-285cdab6-0292-4c49-b22f-5232df22e9a7	146	0	0	0	3191438617328	TRUE
AnVIL_PAGE_MEC_GRU_WGS	PAGE	PAGE	Unspecified	Unspecified	Unspecified	GRU	Unspecified	N/A	Case/Control	Whole Genome	70	70	fc-secure-286b80a7-cd88-4feb-bc4b-b497c13b7fa2	70	0	0	0	1705386701169	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USAMSS_DS_EP_NEURO_MDS_GSA-MD	CCDG	CCDG	Unspecified	RegistrationPending	phs001489	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	145	0	fc-secure-28918073-28d0-49de-b823-96b46f2cfd38	145	145	0	0	26681213119	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_CANUTN_DS-EP_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	145	0	fc-secure-29179259-0227-430d-a11d-47c654a46ae0	145	145	0	0	27527436284	FALSE
anvil_ccdg_broad_ai_ibd_niddk_daly_brant_wes	CCDG	CCDG	Unspecified	phs001642	phs001642	NA	Unspecified	IBD	Case-Control	Exome	1081	0	fc-secure-29cd113f-7eca-4526-aa52-dde1b8cb41d0	1081	1078	0	0	1196397697900	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_BELATW_GRU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	79	0	fc-secure-2a64d87a-8f6c-418f-87bb-bd0fb4ecd806	107	107	0	0	191505541229	TRUE
AnVIL_CCDG_Broad_CVD_AF_VAFAR_Arrays	CCDG	CCDG	Unspecified	RegistrationPending	phs000997	NA	Unspecified	NA	Case-Control	Genotyping Array	1384	0	fc-secure-2a8da1c9-782b-4a49-aa19-481c6d746f43	1384	1384	0	0	237486601571	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_HKOSB_GRU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	114	0	fc-secure-2b4d5d05-d951-4e51-8ece-7e851660f91a	114	114	0	0	100724650511	TRUE
AnVIL_CCDG_Broad_CVD_AF_TMDU_Cases_WES	CCDG	CCDG	Unspecified	RegistrationPending	registration pending	NA	Unspecified	NA	NA	Exome	1957	1957	fc-2b68ae78-57af-4c65-8020-6f5ed4ae9408	1957	1957	0	0	1529572830721	FALSE
AnVIL_eMERGE_HMB_eMERGEseq	eMERGE	Unspecified	Unspecified	phs001616	Unspecified	HMB	HMB	precision medicine	Prospective Longitudinal Cohort	Exome Panel	2486	2486	fc-secure-2b7bedf1-aee4-45ef-bbdf-9dce4501c715	2486	0	0	0	0	FALSE
AnVIL_CCDG_Broad_CVD_AF_VAFAR_WES	CCDG	CCDG	Unspecified	phsRegistrationPending	phs000997	NA	Unspecified	NA	NA	Exome	1548	1548	fc-2bcebe36-5d83-486a-947a-bbb5a606701d	1548	1548	0	0	1372124450680	FALSE
AnVIL_eMERGE_PGRNseq	eMERGE	eMERGE	Unspecified	Unspecified	phs001616		Unspecified	Unspecified			0	0	fc-secure-2c07111e-8696-439c-9183-64a9ecb083a7	9010	9010	0	0	2525144003	TRUE
AnVIL_CCDG_Broad_CVD_AFib_MGH_WGS	CCDG	CCDG	Unspecified	Unspecified	phs001062	NA	Unspecified	cardiovascular system disease	NA	Whole Genome	105	0	fc-secure-2c4bf327-7583-4aee-b2c2-4575abdea4ca	105	105	0	0	2316511447737	TRUE
AnVIL_CCDG_Broad_CVD_AF_Rienstra_WES	CCDG	CCDG	Unspecified	RegistrationPending	phs001725	NA	Unspecified	NA	NA	Exome	2094	2093	fc-2d61b7df-571f-4201-a674-1107c84711df	2094	2093	0	0	1866349359799	FALSE
AnVIL_ccdg_asc_ndd_daly_talkowski_kolevzon_asd_wgs	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Whole Genome	27	0	fc-secure-2e284171-99ef-45b5-9261-b99a9208b241	27	27	0	0	469926754727	TRUE
AnVIL_CCDG_Broad_CVD_AF_Darbar_UIC_Controls_Arrays	CCDG	CCDG	Unspecified	RegistrationPending	registration pending	NA	Unspecified	NA	Case-Control	Genotyping Array	306	0	fc-secure-2e6b8a2b-36c0-4d77-aeb3-399edaecc176	306	306	0	0	49266763697	FALSE
AnVIL_CCDG_Baylor_CVD_Oregon_SUDS_GRU_WGS	CCDG	CCDG	Unspecified	Unspecified	registration pending	GRU-IRB	Unspecified	cardiovascular system disease	N/A	Whole Genome	2216	0	fc-secure-2ecd823d-d20c-453d-a798-7fe21c195be7	2216	2216	0	0	38473684564713	TRUE
AnVIL_CCDG_NYGC_AI_Asthma_Gala2_WGS	CCDG	CCDG	Unspecified	Unspecified	phs000920	DS-Lung Diseases, Ancestry, Drug Response, IRB, COL	Unspecified	asthma	NA	Whole Genome	1171	1171	fc-secure-2f25349b-e646-426d-8aa7-3a7e779d70fa	1171	0	0	0	28685557490552	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_LEBABM_GRU_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	846	0	fc-secure-2f336c38-3e01-458d-b421-db313b0c14dc	846	846	0	0	147404935749	FALSE
AnVIL_eMERGE_GRU_eMERGEseq	eMERGE	Unspecified	Unspecified	phs001616	Unspecified	GRU	GRU	precision medicine	Prospective Longitudinal Cohort	Exome Panel	2972	2972	fc-secure-2f8dd01d-b1af-4ed9-8516-c33368968c43	2971	0	0	0	0	FALSE
anvil_ccdg_broad_ai_ibd_daly_newberry_share_wes	CCDG	CCDG	Unspecified	phs001642	Unspecified	NA	Unspecified	NA	NA	Exome	925	0	fc-secure-2fa3df40-c189-41ee-b5ba-484a0b77ef77	925	925	0	0	882900907018	TRUE
AnVIL_CCDG_WashU_CVD_PAGE_HMB-NPU_WGS	CCDG	CCDG	Unspecified	Unspecified	phs000356	HMB-NPU	Unspecified	Unspecified		Whole Genome		38	fc-secure-3003014b-05be-4ee1-8aa5-cc10e9a51293	38	0	0	0	915308374010	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_GBRUNL_GRU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	55	0	fc-secure-315a127f-649d-4928-b4e0-cdca7d898e05	55	55	0	0	119293202550	TRUE
AnVIL_CCDG_Broad_CVD_AF_Darbar_UIC_Cases_Arrays	CCDG	CCDG	Unspecified	RegistrationPending	registration pending	NA	Unspecified	NA	Case-Control	Genotyping Array	304	0	fc-secure-31b6abaf-dcbc-452a-bb5c-c9ef06b1ab33	304	304	0	0	48913747814	FALSE
AnVIL_CCDG_Broad_MI_BRAVE_GRU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001398	GRU	Unspecified	myocardial infarction	Cohort	Exome	1496	0	fc-secure-31d85e96-7fa0-4c2e-a89a-fe5c70845fd7	1496	1496	0	0	2471741537121	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_ITAUMR_GRU_NPU_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	1086	0	fc-secure-32a2f8aa-4f72-43e9-9450-bbf661bde5ef	1086	1086	0	0	1855992073999	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_LTUUHK_HMB_NPU_MDS_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	215	0	fc-secure-330f768f-83c4-4570-ae46-0626b477d2b0	296	296	0	0	475617321394	TRUE
AnVIL_CCDG_Broad_CVD_AF_TMDU_Controls_WES	CCDG	CCDG	Unspecified	RegistrationPending	registration pending	NA	Unspecified	NA	NA	Exome	1380	1380	fc-secure-33bdfbdb-de58-474e-8591-dad501aa1995	1380	1380	0	0	1298388343389	TRUE
ANVIL_CMG_UWASH_DS-BDIS	CMG	CMG	Unspecified	phs000693	phs000693	DS-BDIS	Unspecified	mendelian disorders	Family/Twins/Trios	Exome	10	10	fc-secure-34f13712-8698-47cb-9b1e-a1b87fae14fa	10	0	6	0	47565267424	FALSE
AnVIL_CMG_UWash_DS-EP	CMG	CMG	Unspecified	phs000693	phs000693	DS-EP	Unspecified	mendelian disorders	Family/Twins/Trios	Exome	49	49	fc-35a76251-ed97-417a-869e-40410f78cf2b	49	0	22	0	1425733943521	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_USAUPN_GRU_NPU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	6	0	fc-secure-35c81df8-8bdf-467a-af6f-fb807185b82e	6	6	0	0	74389348	TRUE
anvil_ccdg_broad_ai_ibd_daly_pekow_share_wes	CCDG	CCDG	Unspecified	Unspecified	phs001642	NA	Unspecified	NA	NA	Exome	643	0	fc-secure-36dfb67b-d2fc-47a1-a94c-225d72e08afd	586	586	0	0	543972553579	TRUE
AnVIL_CMH_GAFK_scRNA	CMH	CMH	Unspecified	Unspecified	phs002206	DS-PEDD-IRB	Unspecified	pediatric disease				198	fc-secure-37e0df9e-4b15-4c50-b2c7-ff35194fe3ea	198	0	0	198	443364919881	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_GBRUNL_EP_ETIOLOGY_MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Genotyping Array	479	0	fc-secure-37e4f784-d9c7-4632-97a9-96bb20426e17	479	479	0	0	82639220307	FALSE
AnVIL_CCDG_WashU_CVD_Brazil-CVD_WGS	CCDG	CCDG	Unspecified	Unspecified	registration pending	DS-IRB-MDS	Unspecified	coronary artery disease	Case/Control	Whole Genome	3608	3608	fc-secure-3824ddf8-5512-4dee-bdd5-b17ddc111ca7	3608	0	0	0	37956268339338	TRUE
anvil_ccdg_broad_ai_ibd_daly_sartor_share_wes	CCDG	CCDG	Unspecified	Unspecified	phs001642	NA	Unspecified	NA	NA	Exome	51	0	fc-secure-382fb414-642b-45ef-9a85-c6c443da8691	51	51	0	0	88103024089	TRUE
AnVIL_CCDG_Broad_AI_IBD_McGovern_WGS	CCDG	CCDG	Unspecified	phs001642	Unspecified	General Research Use	Unspecified	inflammatory bowel disease	NA	Whole Genome	1565	0	fc-secure-386d1d06-75c7-4683-b1ca-62e0d7ac3700	1633	1633	0	0	23389961695759	TRUE
AnVIL_eMERGE_HMB_Imputed_GWAS	eMERGE	Unspecified	Unspecified	phs001584	Unspecified	HMB	HMB		Case-control	Genotyping Array	3444	0	fc-secure-3900dbfc-1988-4f92-8e90-f0f2036621a9	0	0	0	0	0	FALSE
AnVIL_CMG_Broad_Blood_Gazda_WGS	CMG	CMG	Unspecified	Unspecified	phs001272		Unspecified	mendelian disorders		Whole Genome	0	0	fc-secure-391028be-a06b-460c-b2fd-409feee6a275	0	0	0	0	0	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USAUPN_Marsh_GRU_NPU_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	41	0	fc-secure-39458ab6-c2d3-49e2-b6d5-8bb3bae9a245	41	41	0	0	42609092885	TRUE
anvil_ccdg_asc_ndd_daly_talkowski_schloesser_asd_gsa-md	CCDG	CCDG	Unspecified	RegistrationPending	phs000298	NA	Unspecified	Autism Spectrum Disorder	Case-Control	Genotyping Array	152	0	fc-secure-39633e9b-1104-42f9-92f2-173cbebca7c5	152	152	0	0	26982856806	FALSE
AnVIL_CCDG_WashU_CVD_EOCAD_BioImage_WGS	CCDG	CCDG	Unspecified	Registration Pending	Unspecified	DS-CVD	Unspecified	heart and blood vessel disease	Case/Control	Whole Genome	922	922	fc-secure-3aa171b5-8208-4467-8743-c7879f3da6da	922	0	0	0	17561173089119	TRUE
AnVIL_CMG_Broad_Orphan_Estonia-Ounap_WES	CMG	CMG	Unspecified	Unspecified	phs001272	NA	Unspecified	mendelian disorders	NA	Exome	25	31	fc-secure-3b2bc739-bbc0-4b14-80fa-65dcf17eac3b	31	0	31	31	76151840136	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_IRLRCI_GRU_IRB_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	933	0	fc-secure-3b588f92-0298-4ad6-b75d-fa16de8b718d	933	933	0	0	1526510344830	TRUE
AnVIL_eMERGE_GRU-IRB-PUB-NPU_eMERGEseq	eMERGE	Unspecified	Unspecified	phs001616	Unspecified	GRU-IRB-PUB-NPU	GRU-IRB-PUB-NPU	precision medicine	Prospective Longitudinal Cohort	Exome Panel	3017	3017	fc-secure-3bd0d204-2c0f-40b1-85db-8cdaefe04d4c	3017	0	0	0	0	FALSE
anvil_ccdg_broad_ai_ibd_daly_mccauley_wes	CCDG	CCDG	Unspecified	RegistrationPending	phs001642	NA	Unspecified	NA	NA	Exome	1749	0	fc-secure-3c4843c0-b83f-4ba1-9bba-9c9a599f3ffb	1749	1749	0	0	1552703551100	TRUE
AnVIL_CCDG_Broad_CVD_AF_Swiss_Cases_DS-MDS_Arrays	CCDG	CCDG	Unspecified	RegistrationPending	phs002242	NA	Unspecified	NA	Case-Control	Genotyping Array	4461	0	fc-secure-3cbc04f0-36f9-4da0-a1af-fde836f35d2a	4461	4461	0	0	760257537650	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_DEUULG_GRU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	74	0	fc-secure-3e71d768-9da9-4845-9e2c-7e909db92cb7	90	90	0	0	151413703702	TRUE
anvil_ccdg_asc_ndd_daly_talkowski_gurrieri_asd_exome	CCDG	CCDG	Unspecified	RegistrationPending	phs000298	NA	Unspecified	Autism Spectrum Disorder	Case-Control	Exome	55	0	fc-secure-3ec0a39a-9442-46b6-be6d-6ee93c2d5bcc	55	55	0	0	44094077178	FALSE
ANVIL_CMG_BROAD_BRAIN_ENGLE_WES	CMG	CMG	Unspecified	phs001272	phs001272	NA	Unspecified	NA	NA	Exome	473	0	fc-secure-3f2ee462-3b8f-4323-ab52-4079cce02b07	473	473	0	0	400932064058	TRUE
anvil_ccdg_broad_ai_ibd_daly_lewis_ccfa_wes	CCDG	CCDG	Unspecified	phsRegistrationPending	phs001642	NA	Unspecified	NA	NA	Exome	2860	0	fc-secure-3fdbe020-6bdb-4668-bcb8-0d0df9d4ba8a	2860	2860	0	0	2646502583275	TRUE
AnVIL_CMG_Broad_Eye_Pierce_WES	CMG	CMG	phs001272.v1.p1.c1	Unspecified	phs001272	NA	Unspecified	mendelian disorders	NA	Exome	517	602	fc-secure-3fe2e7df-0927-453d-a21c-d01ee9ed37cd	602	0	602	602	1498816360199	TRUE
AnVIL_CCDG_WASHU_PAGE	CCDG	CCDG	Unspecified	Unspecified	Unspecified		Unspecified	Unspecified				0	fc-secure-40b4ead9-fdee-42e4-98c8-24b241568138	0	0	0	0	16983115155665	TRUE
AnVIL_CMG_UWash_GRU-IRB	CMG	CMG	Unspecified	phs000693	phs000693	GRU-IRB	Unspecified	mendelian disorders	Family/Twins/Trios	Exome	174	174	fc-secure-41229ee0-8a6c-46da-8ce6-534bdf21d14a	195	0	75	0	9686235190202	FALSE
anvil_ccdg_broad_ai_ibd_daly_xavier_kastner_fmf_wes	CCDG	CCDG	Unspecified	RegistrationPending	phs001642	NA	Unspecified	NA	NA	Exome	27	0	fc-41c77566-33d0-4523-a89e-fdad0b94f324	27	27	0	0	23583160441	FALSE
anvil_ccdg_broad_ai_ibd_daly_brant_niddk_gsa	CCDG	CCDG	Unspecified	RegistrationPending	phs001642	NA	Unspecified	IBD	Case-Control	Genotyping Array	1077	0	fc-secure-42110061-19fb-4820-a6a3-bce958683318	1077	1071	0	0	171321121677	FALSE
AnVIL_CMG_Broad_Orphan_Estonia-Ounap_WGS	CMG	CMG	Unspecified	Unspecified	phs001272	NA	Unspecified	NA	NA	Whole Genome	115	115	fc-secure-4220b594-e88e-4468-b4ff-ef782fd51d15	115	0	115	115	2032990564100	TRUE
anvil_ccdg_broad_ai_ibd_daly_duerr_niddk_gsa	CCDG	CCDG	Unspecified	RegistrationPending	phs001642	NA	Unspecified	IBD	Case-Control	Genotyping Array	1948	0	fc-secure-42c8355b-eaf2-4ee1-aa1c-98fcf7c228dd	1948	1839	0	0	332586221569	FALSE
AnVIL_CMG_Broad_Muscle_Topf_WES	CMG	CMG		Unspecified	phs001272	NA	Unspecified	NA	NA	Exome	60	722	fc-secure-42c87858-73f5-49bf-bbc1-05974a4262b4	723	1	722	722	1197186312266	TRUE
AnVIL_HPRC	HPRC	HPRC	Unspecified	Unspecified	None	NRES	Unspecified	Unspecified				0	fc-4310e737-a388-4a10-8c9e-babe06aaf0cf	57	47	0	0	250294956922566	TRUE
anvil_ccdg_broad_ai_ibd_daly_sands_msccr_wes	CCDG	CCDG	Unspecified	RegistrationPending	phs001642	NA	Unspecified	NA	NA	Exome	1435	0	fc-secure-43207dac-0905-4fdd-b816-a34bd2ccebdd	1435	1435	0	0	1219512281849	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USAVANControls_HMB-GSO_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	1958	0	fc-secure-43f3eda2-9eef-449f-9e80-a556f66c66c8	1958	1958	0	0	334810249353	FALSE
AnVIL_CMH_GAFK_GS-long-read	CMH	CMH	Unspecified	Unspecified	phs002206	DS-PEDD-IRB	Unspecified	pediatric disease				242	fc-secure-44f839c5-dee7-41aa-9cd1-0865b687e58f	242	0	0	242	13472461905400	FALSE
AnVIL_eMERGE_GRU-IRB-PUB_Imputed_GWAS	eMERGE	Unspecified	Unspecified	phs001584	Unspecified	GRU-IRB-PUB	GRU-IRB-PUB		Case-control	Genotyping Array	10465	0	fc-secure-47558b44-5c35-43c7-9a24-13e92c93ccd8	0	0	0	0	0	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_JPNFKA_GRU_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Genotyping Array	368	0	fc-secure-47992e6d-49c9-44cd-abdd-9e928d558333	368	368	0	0	63425464160	FALSE
AnVIL_T2T	T2T	T2T	Unspecified	Unspecified	None	NRES	Unspecified	Unspecified		Whole Genome	3202	0	fc-47de7dae-e8e6-429c-b760-b4ba49136eee	0	0	0	0	572101012690410	TRUE
ANVIL_CMG_UWASH_DS-NBIA	CMG	CMG	Unspecified	phs000693	phs000693	DS-NBIA	Unspecified	mendelian disorders	Family/Twins/Trios	Exome	107	107	fc-secure-4859bab0-bf7e-4eb0-8ded-c6caeb89feba	107	0	52	0	856904512807	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_AUSRMB_DS-EAED-MDS_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	383	0	fc-secure-4931149d-9e71-4865-9f41-3e4c998ffb38	383	383	0	0	580745084568	TRUE
AnVIL_CCDG_Broad_AI_IBD_Cho_WGS	CCDG	CCDG	Unspecified	phs001642	Unspecified	HMB	Unspecified	inflammatory bowel disease	NA	Whole Genome	253	0	fc-secure-4984306f-6ceb-48a0-87d5-a6c4ef499867	344	345	0	0	5340179827043	TRUE
AnVIL_CCDG_NYGC_NP_Autism_SAGE_WGS	CCDG	CCDG	Unspecified	Unspecified	phs001740	DS-ASD-IRB	Unspecified	autism spectrum disorder	Family	Whole Genome	1501	1501	fc-secure-4a5440e0-1b04-42c6-a1b4-e8249a578727	1501	0	0	0	31593072517763	TRUE
AnVIL_CCDG_Broad_Spalletta_HMB_NPU_MDS_WES	CCDG	CCDG	Unspecified	Unspecified	Unspecified	NA	Unspecified	NA	NA	Exome	102	0	fc-secure-4c07a18a-8c79-4b81-acbe-91083298f1e4	102	102	0	0	163944131946	TRUE
AnVIL_CCDG_NYGC_NP_Autism_PELPHREY_ACE_DS_WGS	CCDG	CCDG	Unspecified	Unspecified	phs002043	DS-ASD	Unspecified	autism spectrum disorder	Parent-Offspring Trios, Parent-Offspring Quads	Whole Genome	47	0	fc-secure-4c1fdb5d-53b0-4a2f-88bd-da63817348d7	47	47	0	0	735629809271	TRUE
AnVIL_CCDG_Broad_AI_IBD_Newberry_WGS	CCDG	CCDG	Unspecified	phs001642	Unspecified	NA	Unspecified	inflammatory bowel disease	NA	Whole Genome	25	0	fc-secure-4c6f587f-be8c-4bb8-9053-7a85ed68ed3e	31	31	0	0	388276823792	TRUE
AnVIL_CCDG_Broad_MI_ATVB_DS_CVD_WES	CCDG	CCDG	Unspecified	Unspecified	phs001592	DS-CVD	Unspecified	myocardial infarction	Case/Control	Exome	58	0	fc-secure-4d47049d-9a31-435d-8c97-61cffce9a83b	58	58	0	0	105246123125	TRUE
AnVIL_CMG_Broad_Blood_Sankaran_WES	CMG	CMG		phsRegistrationPending	phs001272	NA	Unspecified	NA	NA	Exome	310	277	fc-secure-4dda26e8-0e9d-4162-a8b3-73c65b82ef31	310	33	277	277	564315305697	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USABCH_EPI_MUL_CON_MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	320	0	fc-secure-4df1059f-19fd-4ebf-bf44-c528d8bbbf66	320	320	0	0	57491488341	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_BRAUSP_DS_MDS_NPU_GSA-MD	CCDG	CCDG	Unspecified	RegistrationPending	phs001489	NA	Unspecified	Epilepsy	Case-Control	Genotyping Array	4	0	fc-secure-4eb710b3-b959-48b9-b4d1-b24907870d27	4	4	0	0	1556802433	FALSE
anvil_ccdg_broad_ai_ibd_daly_cho_niddk_gsa	CCDG	CCDG	Unspecified	RegistrationPending	phs001642	NA	Unspecified	IBD	Case-Control	Genotyping Array	1786	0	fc-secure-4eed3e50-eb99-4f55-9ba5-0c798fcc3781	1786	1786	0	0	305054189816	FALSE
AnVIL_CCDG_Broad_CVD_AF_Natale_TCAI_WES	CCDG	CCDG	Unspecified	phsRegistrationPending	phs001546	NA	Unspecified	NA	NA	Exome	1214	1214	fc-4f070061-0bc2-4f9a-9fe9-869a739c9817	1214	1214	0	0	1039483105890	FALSE
AnVIL_eMERGE_GRU-IRB-PUB-GSO_Imputed_GWAS	eMERGE	Unspecified	Unspecified	phs001584	Unspecified	GRU-IRB-PUB-GSO	GRU-IRB-PUB-GSO		Case-control	Genotyping Array	2065	0	fc-secure-4f2e0088-5c3e-4d31-8b70-1fccb71624f4	0	0	0	0	0	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_DEUPUM_HMB_MDS_WES	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Exome	325	0	fc-secure-51198b17-37ae-44b7-8513-c11c4bfe3a9d	325	325	0	0	436410108145	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_USACCH_DS_NEURO_MDS_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	358	0	fc-secure-516245cb-7dcc-487d-acf7-43e5fb10085f	358	358	0	0	632876268688	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_DEUUTB_HMB-NPU_MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	Epilepsy	Case set	Genotyping Array	1694	0	fc-secure-51868852-f61c-4b22-919e-c3e3c00d4908	1694	1694	0	0	291789130437	FALSE
AnVIL_ccdg_asc_ndd_daly_talkowski_menashe_asd_exome	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Exome	701	0	fc-secure-51a26e99-63eb-442a-869d-87ecbc60c814	701	701	0	0	738255261122	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_HKOSB_GRU_GSA-MD	CCDG	CCDG	Unspecified	RegistrationPending	phs001489	NA	Unspecified	NA	NA	Genotyping Array	115	0	fc-secure-52fbd692-99b5-4d36-8482-b04f717d358a	115	115	0	0	20585613455	FALSE
AnVIL_ccdg_asc_ndd_daly_talkowski_AGRE_asd_exome	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Exome	439	0	fc-secure-538d85ea-c436-43f9-b001-4db614ed96bf	844	844	0	0	1541055739356	TRUE
AnVIL_CMG_Broad_Orphan_Sweetser_WES	CMG	CMG	Unspecified	p:RegistrationPending	phs001272	NA	Unspecified	NA	NA	Exome	3	0	fc-secure-53e06720-bf1d-4935-898a-df3da996deca	3	3	0	0	6476950075	TRUE
AnVIL_CCDG_Broad_NP_Epilepsy_GBRUCL_DS_EARET_MDS_GSA-MD	CCDG	CCDG	Unspecified	phs001489	Unspecified	NA	Unspecified	NA	NA	Genotyping Array	721	0	fc-secure-54503b2f-2881-438b-92b6-7da17399b7e7	721	721	0	0	123904609797	FALSE
AnVIL_CCDG_Broad_NP_Epilepsy_GHAKNT_GRU_WES	CCDG	CCDG	Unspecified	Unspecified	phs001498	NA	Unspecified	NA	NA	Exome	642	0	fc-secure-550ffe2e-04fd-4763-b7d2-09f0c59083e4	642	642	0	0	556663364760	TRUE
AnVIL_ccdg_asc_ndd_daly_talkowski_domenici_asd_exome	CCDG	CCDG	Unspecified	Unspecified	phs000298	NA	Unspecified	NA	NA	Exome	713	0	fc-secure-55225e12-ec4c-42e0-a5d1-986c87c6d129	713	713	0	0	1204457292103	TRUE
AnVIL_CMG_Broad_Brain_Walsh_WES	CMG	CMG		phs001272	Unspecified	NA	Unspecified	NA	NA	Exome	773	767	fc-secure-55694600-0349-4174-980d-716fa1371e6a	773	6	767	767	1694276699860	TRUE
anvil_ccdg_broad_ai_ibd_daly_rioux_niddk_wes	CCDG	CCDG	Unspecified		phs001642	NA	Unspecified	IBD	Case-Control	Exome	1707	0	fc-secure-55efa443-810c-48c8-90bb-f07beba0e560	1707	1705	0	0	2585362245412	TRUE
AnVIL_CMG_Broad_Rare_RGP_WES	CMG	CMG	Unspecified	RegistrationPending	phs001272	NA	Unspecified	NA	NA	Exome	6	0	fc-secure-5697e40e-3ebb-4ee0-86df-3ef0813f5354	6	6	0	0	7422359841	TRUE
1000G-high-coverage-2019	1000G	1000G	Unspecified	Unspecified	None	Public	Unspecified	n/a	n/a	Whole Genome,VCF	3202	0	fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e	3202	3202	0	0	72977870908794	TRUE
